tel- fragment,French abstract,English abstract
tel-02860071,"Le développement embryonnaire des membres est un processus complexe dont le mécanisme reste à ce jour imparfaitement connu. Ses anomalies sont des entités très hétérogènes et individuellement rares, mais touchent plus de 1/500 nouveau-nés et une proportion plus élevée de foetus. Elles représentent donc un véritable problème de santé publique, d’où l’importance d’un diagnostic précis. Il peut s’agir d’anomalies uniques ou multiples, isolées ou syndromiques, sporadiques ou familiales. L’étude de larges cohortes de patients porteurs de malformations des membres est un excellent outil qui permet d’identifier des gènes ou éléments régulateurs impliqués dans leur pathologie et par conséquent dans le développement du membre. Dans la majorité des cas, l’événement génétique responsable est une mutation ponctuelle située dans des gènes codant des facteurs de transcription ou dans des régulateurs transcriptionnels. Cependant, des variations du nombre de copies peuvent être également impliquées. Actuellement, de nouvelles technologies d’étude du génome, allant du séquençage haut débit d’un panel de gènes cibles, au séquençage de l’exome complet voire du génome, peuvent permettre d’identifier ces nouvelles cibles. C’est donc grâce à l’apport de ces avancées technologiques que nous avons souhaité étudier le déterminisme moléculaire du développement des membres. Pour ce faire nous avons analysé une très large cohorte de 684 patients, tous porteurs d’une malformation des extrémités, via différents panels de gènes, plus ou moins larges, voire via l’analyse d’exome complet ou d’une CGH pangénomique enrichie. Les résultats de ce travail nous ont permis, d’une part, d’établir un panel de gènes, adapté au laboratoire d’analyse moléculaire, dont l’analyse bioinformatique et le coût sont optimisés, permettant d’identifier les SNVs mais également les CNVs en une seule technique. D’autre part, d’identifier 5 gènes peu ou non décrits en pathologie humaine mais dont le rôle dans le développement des membres semble plus que probable et dont des analyses fonctionnelles, prometteuses, ont débuté pour l’un d’entre eux.","Limbs development is a complex process of which mecanism is today only partially known. Embryological development abnormalities of genetic origins are rare entities. Such abnormalities can be unique or multiple, single or syndromic, sporadic or of family origins.The study of large cohorts of patients carrier of limb extremities malformations is an excellent tool that allows an identification of the genes or regulatory elements involved in their pathology and consenquently, in the development of the limb. In most of the cases, the genetic event involved is a point mutation in the genes coding transcriptionnal factor or regulatory sequence. However, variations in the number of copies are also involved.Today, new technologies of genome study, from high through put sequencing of a target genes panel to a whole exome or genome sequencing, can allow an identification of these new targets. It is thank to these technological advances that we decided to study the moleculary determinism of limbs development. To do so, we analyzed a very large cohort of 684 patients, all carriers of a limb malformation, through different genes panels, of different sizes, but also through a whole exome analysis and a pangenomic CGH array.The results of this work allowed us, in the first part, to establish a genes panel, suitable to a molecular analysis laboratory, to the bioinformatic analysis with an optimized cost, and that can identify the SNVs but also the CNVs in only one analysis.On a second part, we managed to identify 5 genes, not yet described in human pathology, which seemed to have a role in limb development. For one of these genes a promising functional analysis has started."
tel-02861890,"
Les complexes nématobactériens (CNBs) entomopathogènes sont des associations naturelles symbiotiques et mutualistes entre des nématodes et des bactéries parasites d’insectes. Dans le cadre de ces associations, le nématode sert tout d’abord de vecteur à la bactérie, qu’il transporte dans le sol et libère à l’intérieur du corps des insectes. La bactérie augmente quant à elle la virulence du CNB, puis sert de ressource nutritive au nématode dans le cadavre de l’insecte. En raison de l’originalité de ces pathogènes et de leur potentiel en lutte biologique contre les insectes ravageurs de cultures, les modalités de leurs interactions avec les insectes ont fait l’objet de nombreuses études. Ces travaux ont permis d’établir que la capacité d’un CNB à infecter et à tuer un hôte dépend d’une combinaison de facteurs écologiques et comportementaux, ainsi que du dialogue s’établissant entre chaque membre du CNB et le système immunitaire de l’insecte. Les insectes possèdent un système immunitaire élaboré et capable de répondre de façon adaptée à une grande diversité d’agents infectieux. Ce système est basé sur trois composantes principales : des barrières épithéliales, des réponses cellulaires et humorales locales et des réponses humorales systémiques. Bien qu’un grand nombre de stratégies et de facteurs permettant aux nématodes et aux bactéries de contrer ces trois composantes ait été identifié au sein de différents modèles d’interaction CNB-insecte, l’étude du dialogue s’établissant entre chaque partenaire et le système immunitaire des hôtes souffre d’un déficit de connaissance des aspects signalétiques et moléculaires des réponses immunitaires que les insectes opposent à ces infections duales.L’objectif premier de cette thèse était de contribuer au développement de ces connaissances au travers d’une analyse transcriptionnelle détaillée et structurée des réponses immunitaires d’un modèle d’insecte lépidoptère, Spodoptera frugiperda, à l’un des CNBs les plus étudiés, l’association S. carpocapsae-X. nematophila. Dans le contexte scientifique actuel, ce travail était tout d’abord caractérisé par deux nouveautés méthodologiques : l’utilisation d’une approche transcriptomique sur tissus immuno-compétents pour identifier les gènes de l’immunité affectés par l’infection par le CNB, et l’utilisation d’une méthode d’infection par injection de la bactérie et du nématode pour discriminer les réponses immunitaires induites par chaque partenaire. Ce travail a permis d’obtenir une image très résolutive et structurée des réponses immunitaires de l’insecte qui servira de base de travail pour (i) la caractérisation fonctionnelle des interactions des gènes de l’immunité identifiés avec chaque partenaire du CNB et (ii) l’étude détaillée du dialogue moléculaire entre le système immunitaire de S. frugiperda et le CNB. Ce travail a également été marqué par la découverte de deux potentiels nouveaux clusters de gènes immunitaires, les GBHs et les UNKs, qui sont parmi les gènes les plus fortement induits lors de l’interaction tripartite. Nos analyses bioinformatiques et tests d’activité préliminaires suggèrent que les GBHs pourraient avoir été acquis par tranfert horizontal de gènes bactériens et que les UNKs pourraient résulter d’une co-évolution d’insectes de la famille des noctuelles avec des CNBs Steinernema-Xenorhabdus. Cette hypothèse ouvre de nouvelles pistes de recherches pour la compréhension des variations de sensibilité aux CNBs entomopathogènes au sein de la diversité des insectes.
","
Entomopathogenic nematobacterial complexes (NBCs) are natural symbiotic associations between nematodes and bacteria that are pathogenic for insects. In these associations, the bacterial partner uses the nematode as a vector, which transports it in the soil and releases it inside the insect’s body. The bacterium then increases the NBC’s virulence and is used as a food supply by the nematode partner in the insect’s dead body. Due to the originality of these dual pathogens and to their potential for biological control of insect crop pests, studies have been conducted on diverse aspects of their interactions with insects. These works have shown the ability of an NBC to infect and kill an insect depends on a combination of ecological and behavioral factors, as well as on the dialogue between the two partners of the NBC and the insect’s immune system. Insects possess an elaborate immune system which is able the respond by adapted ways to a huge diversity of infectious agents. This system relies on three main components: epithelial barriers, local cellular and humoral responses and systemic humoral responses. A large number of strategies and factors used by NBCs to counteract these three components have already been identified in several NBC-insect interaction models. However, the study of the dialogue between each NBC partner and the hosts’ immune systems is currently suffering from a lack of knowledge of the signaling and molecular aspects of the insects’ immune responses to these dual infections.The first goal of this thesis was to increase this knowledge through a detailed and structured transcriptional analysis of the immune responses of a lepidopteran model, Spodoptera frugiperda, to one of the most studied NBCs, the S. carpocapsae-X. nematophila association. In the current scientific context, this work was mainly characterized by two methodologic novelties: the use of a topologic approach for the transcriptomic analysis of the induced immune responses to the infection by the NBC, and the use of an infection by injection method for the discrimination between the nematode- and the bacterium-induced immune responses. This work allowed the observation of a structured and highly resolutive picture of the induced immune responses, which will be used as a working base for (i) the functional characterization of the interactions of identified immune genes with each partner of the NBC, and (ii) for the detailed analysis of the molecular dialogue between the immune system of S. frugiperda and the NBC. Finally, this work also allowed the identification of two potential new clusters of immune genes, the GBHs and the UNKs, which are among the most overexpressed genes during the tripartite interaction. Our preliminary bioinformatics analyses and activity tests suggest the GBHs could have been acquired by horizontal gene transfer from bacteria and the UNKs could result from a coevolution between noctuids and some Steinernema-Xenorhabdus NBCs. This hypothesis opens new research trails for the understanding of the NBC-sensitivity variations within insect diversity.
"
tel-02890387,"
L'objectif de la thèse est d'assurer la comparabilité des données de cytométrie générées au cours d'une étude multi-centrique.Ce travail de thèse s'inscrit dans le cadre du projet PRECISESADS. Ce projet européen cherche à reclassifier les maladies auto-immunes systémiques en utilisant une approche dite ""omique"" pour obtenir des signatures biologiques. Cette approche regroupe des outils comme la génomique, la protéomique ... et lacytométrie en flux. Le nombre important d'individus inclus dans le projet rend obligatoire l'utilisation d'outils informatiques pour automatiser l'analyse des milliers de fichiers de cytométrie obtenus au cours des cinq années du projet. Les fréquences des populations cellulaires extraites des fichiers sont comparables entre les centres mais l'intensité médiane de fluorescence (IMF) des molécules étudiées ne l'est pas, malgré une phase de normalisation des données. La cause de cette non-comparabilité est une combinaison d'un effet lot et d'un effet centre. Ces deux effets peuvent être corrigés à l'aide de coefficients spécifiques. La normalisation et la correction des effets lot et centre par l'élaboration de script R et sous python, permettent d'obtenir des IMF comparables entre les centres. Au final, ce travail de thèse a permis d'établir une nouvelle procédure standardisée utilisable dans tous les projets multi-centriques prospectifs d'analyse de données de cytométrie en flux.
","The aim of this thesis is to ensure the comparability of flow cytometry data within the context of multi-center studies. This thesis work is part of the PRECISESADS project. This European project seeks to reclassify the systemic autoimmune diseases using ""omic"" data to find useful biological signatures. This encompasses tools like genomic, proteomic ... and flow cytometry. The inclusion of numerous individuals in the project make the use of informatics tools a must for the analysis automation of the thousands flow cytometry files obtained during the 5-years period of the project.Cell populations frequencies extracted from the files are comparable between centers but that is not the case for the median of fluorescence intensities (MFI) of the studied molecules, despite a normalization step. The origin of this incomparability is due to a combination of a batch effect and a center effect. Those two effects can be corrected with specific coefficients. The normalization and correction of both batch and center effect thanks to the elaboration of new R script and python script allow the production of comparable MFI between centers. Overall, this thesis work established a new standardized procedure, efficient for any multi-center projects of flow cytometry data analysis."
tel-02892255,"
Les super-ampliﬁcateurs et CTCF sont considérés comme des acteurs centraux de l'organisation du génome ayant un impact direct sur la régulation de l'expression génique. Ici, pour mieux comprendre leur conservation fonctionnelle, des analyses de super-ampliﬁcateurs et de CTCF chez le poisson zèbre ont été effectuées. Les super-ampliﬁcateurs annotés dans le génome du poisson zèbre présentent une grande spéciﬁcité cellulaire et tissulaire. Des analyses de conservation indiquent que les super-ampliﬁcateurs n'ont pas une conservation de séquence supérieure à celle des ampliﬁcateurs. En limitant l'analyse de conservation de séquence aux super-ampliﬁcateurs situés à proximité d'orthologues, il est possible d'identiﬁer un sous-ensemble de super-ampliﬁcateurs ayant une conservation de séquence plus élevée que le reste des super-ampliﬁcateurs. La comparaison d'expression régulée par les régions constitutives de deux super-ampliﬁcateurs associés à des orthologues a permis l'identiﬁcation de régions fonctionnellement conservées, malgré l'absence de conservation évidente de la séquence d'ADN. Analyses des régions de liaison à CTCF situées dans les promoteurs des gènes indiquent une corrélation entre l'abondance de CTCF et l'expression génique, ce qui pourrait s'expliquer par le blocage du dépôt de nucléosomes dans ces promoteurs.
","
Super-enhancers and CTCF are considered as central players in the organization of mammalian genomes that directly impact the regulation of gene expression. Here, to gain insight into their functional conservation, analyses of super-enhancers and CTCF in zebrafish were performed. Super-enhancers annotated in zebrafish show high cell and tissue specificity, and the main difference identified when compared to mammalian super-enhancers is their distribution relative to transcription start sites. Conservation analyses indicate that super-enhancers do not have higher sequence conservation than typical enhancers. By restricting the analysis to those super-enhancers associated with orthologs, a subset of super-enhancers that have higher sequence conservation than the rest was identified. Comparison of the expression patterns driven by constitutive regions of two of these super-enhancers enabled the identification of regions controlling similar expression patterns in spite of no evident sequence conservation. Analyses of CTCF peaks that overlap promoters indicate a correlation between the abundance of CTCF and gene expression, which could be explained by blockage of nucleosome deposition at those promoters. In summary, these results show evidence of conserved and divergent functions of gene regulators in vertebrates and set a precedent for studies of genome organization in zebrafish.
"
tel-02895919,"
En offrant une image sans précédent du génome humain, les études d'association pangénomiques (GWAS) expliqueraient pleinement le contexte génétique des maladies complexes. A ce jour, les résultats ont été pour le moins mitigés. Cela peut être partiellement attribué à la méthodologie statistique adoptée, qui ne prend pas souvent en compte l'interaction entre les variants génétiques, ou l'épistasie. La détection d'épistasie à travers des modèles statistiques présente plusieurs défis pour lesquels nous développons dans cette thèse une paire d'outils adéquats. Le premier outil, epiGWAS, utilise l'inférence causale pour détecter les interactions épistatiques entre un SNP cible et le reste du génome. Le deuxième outil, kernelPSI, utilise à la place des méthodes à noyaux pour modéliser l'épistasie entre plusieurs polymorphismes mononucléotidiques (SNPs) voisins. Il tire également partie de l'inférence post-sélection pour effectuer conjointement une sélection au niveau des SNPs et des tests de signification au niveau des gènes. Les outils développés sont - au meilleur de nos connaissances - les premiers à étendre au domains des GWAS des outils puissants d'apprentissage statistique tels que l'inférence causale et l'inférence post-sélection nonlinéaire. En plus des contributions méthodologiques, un accent particulier a été mis sur l'interprétation biologique pour valider nos résultats dans la sclérose en plaques et les variations d'indice de masse corporelle.
","
By offering an unprecedented picture of the human genome, genome-wide association studies (GWAS) have been expected to fully explain the genetic background of complex diseases. So far, the results have been mitigated to say the least. This, among other things, can be partially attributed to the adopted statistical methodology, which does not often take into account interaction between genetic variants, or epistasis. The detection of epistasis through statistical models presents several challenges for which we develop in this thesis a pair of adequate tools. The first tool, epiGWAS, uses causal inference to detect epistatic interactions between a target SNP and the rest of the genome. The second tool, kernelPSI, instead uses kernel methods to model epistasis between nearby single-nucleotide polymorphisms (SNPs). It also leverages post-selection inference to jointly perform SNP-level selection and gene-level significance testing. The developed tools are -- to the best of our knowledge -- the first to extend powerful statistical learning frameworks such as causal inference and nonlinear post-selection inference to GWAS. In addition to the methodological contributions, a special emphasis was placed on biological interpretation to validate our findings in multiple sclerosis and body-mass index variations.
"
tel-02900570,"
Le chêne est la plus importante essence d’arbre de la forêt française. Malheureusement les épicormiques peuvent réduire considérablement la qualité de son bois. Des projets successifs ont été menés pour comprendre l’effet de l’ontogénie et de la sylviculture sur la ramification épicormique. Les effets génétique et de l’environnement ont été rapportés dans la littérature, mais très peu de connaissances sur l’architecture génétique de la ramification du chêne et de la ramification épicormique en général sont disponibles. Ce dernier projet vise à combler ces lacunes en quantifiant le contrôle génétique de traits de croissance et de ramification. Il tire profit de données observées extérieurement sur les troncs ou bien obtenues par tomographie à rayon X, de la carte génétique du chêne maintenant construite et d’une famille de pleins frères installée dans deux dispositifs expérimentaux. L’objectif est d’analyser et localiser des loci de traits quantitatifs (QTL) de la croissance et de la ramification sur la carte génétique du chêne pédonculé, afin de contribuer à la caractérisation de l’architecture génétique des ramification séquentielle et épicormique chez le chêne. Des descendances de plein frère issues d’un croisement interspécifique de Quercus robur ont été plantées dans deux sites au nord-est (CH) et au sud-ouest (BR) de la France avec des environnements et interventions sylvicultures complètements différents. Dans un premier temps, des billons d’un mètre du site BR ont été scannés par tomographie à rayon X et des traits de ramification ont été déduits de l’interprétation des images pour faire l’objet d’une analyse QTL. Dans un second temps, une analyse QTL a été menée sur des traits de ramification observés à l’extérieur sur des arbres des deux sites. La stabilité des QTL détectés dans les deux environnements a été évaluée. A la fin, nous avons abordé l’impact de la croissance sur la ramification via les QTLs détectés. Les analyses QTL ont révélé un contrôle génétique modéré sur la production des bourgeons latents. L’interaction entre les QTLs et les sites a été mise en évidence principalement en ce qui concerne le développement de la branchaison épicormique. Un contrôle génétique indépendant est suggéré pour la production des branches séquentielles. Plusieurs « hot-spots » de QTL ont été identifiés sur la carte génétique du chêne concernant les traits liés aux épicormiques et à la croissance. Nous faisons également l’hypothèse qu’une partie des contrôles génétiques que ces régions assurent sont liés à l’initiation du méristème axillaire et par ailleurs que certains contrôles génétiques de la ramification épicormique pourraient être impliqués dans le contrôle de la croissance. Nos résultats montrent que le contrôle génétique de la ramification épicormique est modéré et que l’effet de l’environnement intervient surtout dans le devenir des bourgeons latents en interaction avec l’effet génétique. Comme le génome du chêne a été séquencé récemment, des analyses bio-informatiques sont en cours pour tester si des gènes candidats liés aux phytohormones interviendraient sur les mécanismes génétiques dans ces régions génomiques identifiées comme liées aux traits de la ramification du chêne.
","Epicormics may seriously impair the wood quality of oaks which are the most important hardwoods in French forestry. Successive projects have been carried out to understand the ontogenic and silviculture effects on sequential and epicormic branching. Effects of environment and genetics have been reported in the literature, but the knowledge about the genetic architecture of branching on oak and on epicormics in general is still limited. This last project quantifies this genetic architecture on growth, branching and especially epicormics traits. It takes advantage of observations from computed tomography (CT) or externally recorded, the genetic map of oak being built and a full-sib progeny installed in two experimental designs. The aim was to analyze and localize the Quantitative Trait Locus (QTLs) of the growth and branching traits on the genetic map of pedunculate oak, in order to contribute to characterize the genetic architecture of the sequential and epicormic branching on oak. A full-sibs offspring from an interspecific crossing of Quercus robur was planted at two sites in north-eastern France (CH) and south-western France (BR) with quite different environments and silvicultural intervention. In a first study, 1m-long logs from BR were scanned by CT; wood quality and branching traits were deduced on which a QTL analysis was performed. In a second study, QTL analysis was performed with traits deduced from external observation made on standing trees at the two sites. The QTL stability in two sites was evaluated. Finally, we questioned the impact of the tree growth on the branching through the QTLs detected. The QTL analysis revealed a moderate genetic control for latent bud production mainly. The interaction between the QTLs and the sites was highlighted especially concerning the development of epicormic branches. An independent genetic control was assumed for the sequential branches. Several “hot-spots” were identified on the genetic map of oak for the epicormic and growth traits. We suggest that some genetic controls of these regions are related to the axillary meristem initiation and that some genetic controls of the epicormic branching are probably involved also in the control of the tree growth. These results showed that the genetic control of epicormic branching is moderate and that the environment effect is likely involved more in the fate of these latent buds in interaction with the genetic effect. Since the oak genome was recently sequenced, a bioinformatics analysis is being performed on these regions for testing whether the candidate genes involved in plant hormones could explain the genetic mechanisms underlying these genomic regions related to the epicormic branching traits of the oak."
tel-02904889,"Babesia divergens est un protozoaire parasite des globules rouges des bovins. Il est transmis par une tique dure, Ixodes ricinus. Le cycle de développement de ce parasite n’est pas défini précisément chez son vecteur. L’objectif était d’identifier les stades de transmission de B. divergens, d’une part du vecteur à l’hôte vertébré, le sporozoïte et d’autre part de l’hôte vertébré au vecteur, le gamétocyte. Dans la première partie, de nombreuses infections expérimentales de tiques ont été réalisées pour isoler les sporozoïtes à partir des organes de transmission de la tique, les glandes salivaires. Même si aucun parasite n’a pu être isolé pourB. divergens, la mise en évidence de sporozoïtes d’une autre espèce, B. sp. EU1 chez I. ricinus a permis de valider les méthodes développées. Pour l’étude des gamétocytes, des gènes conservés chez les Apicomplexes et spécifiques des stades sexués ont été sélectionnés chez P. falciparum par analyses bioinformatiques. Les 3 gènes bdccp1, 2 & 3 ont été mis en évidence chez B. divergens, ainsi que la présence de leurs transcrits dans la population parasitaire intra-érythrocytaire. L’étude d’une des protéines, BdCCp2, a permis à l’aide de sérums immuns dirigés contre cette protéine, de montrer l’existence des stades sexués de B.divergens, dans le tube digestif de tique. Les outils et les méthodes développés au cours de cette thèse pourront servir à préciser les connaissances sur la transmission de B. divergens.","Babesia divergens is a protozoan parasite of bovine red blood cells. It is transmitted by the hard tick Ixodes ricinus. The life cycle of this parasite inside its vector is not precisely known. The aim was here to identify the transmission stages of B. divergens, on one hand the sporozoite (transmission from the vector to the vertebrate host) and on the other hand the gametocyte (transmission from the vertebrate to the vector). First numerous tick experimental infections were conducted to isolate the sporozoites from the tick transmitting organ, the salivary glands. Even if no parasite could be isolated for B. divergens, the identification of sporozoites from another species B. sp. EU1 inside I. ricinus confirmed that the developed methods were appropriate. Concerning the gametocyte, genes, that are conserved among the Apicomplexa and specific of sexual stages, were selected in P. falciparum genome by bioinformatics. Three orthologs bdccp1, 2 & 3 were identified in B. divergens and theirmRNA were proved to be present inside the intraerythrocytic parasite population. The study of one of the corresponding proteins, BdCCp2, using immune sera directed against recombinant peptides, confirm the existence of B. divergens’ sexual stages inside tick gut. Produced tools and methods will allow the acquisition of knowledge on B. divergens’ transmission."
tel-02917917,"Les Selenoprotéines sont des protéines contenant un résidu sélénocystéine (U) dans leur séquence en acide amines. Vingt-cinq sélénoprotéines constituent le sélénoprotéome humain. Parmi elles, la sélénoprotéine N ou SelenoN ; des mutations dans le gène SELENON donnent lieu à un groupe de dystrophies musculaires congénitales appelées myopathies liées à SELENON. SelenoN est une protéine membranaire glycosylée de 72 kDa localisée dans le réticulum endoplasmique. Sa séquence en acide aminés contient le motif redox SCUG, similaire à celui des thioredoxines réductases. Elle contient de même un domaine EF-hand qui est un domaine de liaison au calcium. Des études ont récemment démontré l’implication de cette protéine dans l’établissement et la maintenance du muscle squelettique. D’autres études ont montré qu’elle joue un rôle dans la protection contre le stress oxydatif et l’homéostasie du calcium. Cependant, le mécanisme catalytique de SelenoN reste inconnu à ce jour. Le projet décrit dans cette thèse s’intéresse à la caractérisation, la cristallisation et la comparaison des SelenoNs d’une bactérie, Candidatus poribacteriae, et du poisson zèbre. Les études bio-informatiques ont démontré que SelenoN bactérienne et du poisson zèbre partagent 37% d’identité et un domaine commun correspondant à un repliement de type thioredoxine de fonction inconnue, contenant le motif redox. Les caractérisations biophysiques ont démontré que les deux protéines sont naturellement bien repliées et riche en hélices α. La protéine bactérienne comportant en C-terminal de sa séquence en acide aminé un domaine thioredoxine additionnel, présente une forme étendue et est sous forme monomérique tandis que la protéine du poisson zèbre est un dimère compact. Des caractérisations biochimiques ont montré que le Ca2+ influence l’oligomérisation ou la conformation de SelenoN du poisson zèbre. Des cristaux initiaux de la protéine eucaryote sous sa forme déglycosylée ont pu être obtenus. La cristallisation de la protéine bactérienne a permis d’obtenir des cristaux appartenant à deux groupes d’espaces, avec des paramètres de cellule différents. Néanmoins, un modèle partiel à 2.3 Å couvrant le domaine C-terminal thioredoxine additionnel de SelenoN bactérienne a été obtenu. L’ensemble de ces résultats permettent de poser les bases de l’étude structure-fonction de SelenoN. L’expression, la purification et la cristallisation ont été optimisées et une stratégie pour résoudre la structure 3D de la protéine est proposée.","Selenoproteins are proteins containing a selenocysteine residue (U) in their amino acid sequence. Twenty-five proteins constitute the human selenoproteome. Among them is Selenoprotein N or SelenoN; mutations in the SELENON gene can lead to a group of congenital dystrophies now designated as SELENON-related myopathies. SelenoN is a 72 kDa membrane and glycosylated protein of the endoplasmic reticulum. It handles in its amino acid sequence a redox motif SCUG like the one of thioredoxin reductases, and an EF-hand domain which is a calcium binding site. Recent studies showed the implication of SelenoN in muscle development and maintenance, and position its function at the crossroad between oxidative stress control and calcium homeostasis. However, its catalytic function remains elusive. The research project presented in this thesis concerns the crystallization, characterization and comparison of one bacterial and the zebrafish SelenoNs. Bioinformatics analyses revealed that the two proteins share 37% degree of identity and a common domain which corresponds to a thioredoxin fold of unknown function which includes the redox motif SCUG. From the biophysical characterization, both recombinant proteins are found to be naturally well-folded and enriched in α-helical domains. The bacterial SelenoN which handles an additional C-terminal thioredoxin domain is an extended monomer whereas zebrafish SelenoN is a compact dimer. Biochemical characterization indicated that Ca2+ binding mediates zSelenoN oligomerization. Initial crystals of the zSelenoN in its deglycosylated form were obtained. Bacterial SelenoN crystallization yielded crystals belonging to two different space groups with different cell parameters. An initial partial model covering the C-terminal thioredoxin domain of the bacterial SelenoN was obtained at 2.3Å. Together, these results lay a foundation for the structure-function studies of SelenoN. Conditions for recombinant bacterial and zebrafish SelenoNs expression, purification and crystallization were optimized and strategies for solving the structure are being proposed."
tel-02918004,"
Les histidine kinases (HKs) représentent une vaste famille de protéines impliquées dans la perception des signaux environnementaux chez les bactéries, les champignons et les plantes. Ces protéines joueraient notamment un rôle majeur dans l’adaptation aux stresses, mais aussi dans la virulence de nombreux micro-organismes procaryotes et eucaryotes. Si les HKs sont à présent bien connues chez les bactéries et les plantes, tant sur un plan structural que fonctionnel, les connaissances concernant ces protéines chez les autres clades de l’arbre du vivant demeurent plus que fragmentaires. C’est ainsi que le premier objectif de ce travail a consisté en l’exploration in silico de la structure et de la distribution des HKs chez les organismes eucaryotes dans le cadre de plusieurs études bioinformatiques : i) chez les champignons inférieurs, ii)chez les levures bourgeonnantes et enfin iii) à travers l’ensemble des super-groupes eucaryotes. Les HKs n’étant pas retrouvées chez les mammifères, elles suscitent depuis quelques années une attention particulière de la communauté scientifique en tant que nouvelles cibles pour le développement d’antimicrobiens. C’est précisément dans ce contexte que la partie expérimentale de ce projet a été initiée au sein du GEIHP. Cette équipe porte en effet ses efforts sur le filamenteux multi-résistant Scedosporium apiospermum qui se situe au second rang parmi les moisissures capables de coloniser chroniquement les poumons des patients atteints de mucoviscidose. Ainsi, dans l’optique d’identifier de nouvelles cibles thérapeutiques du champignon, la seconde partie de ce projet s’est focalisée sur la caractérisation fonctionnelle des HKs chez Scedosporium apiospermum. En parallèle, cette étude nous a également amenés à développer de nouveaux outils moléculaires adaptés à S.apiospermum en vue de futures études d’imageries de fluorescence et de bioluminescence.
","
Histidine kinases (HKs) represent a broad family of proteins involved in the perception of environmental signals in bacteria, fungi and plants.These proteins play a major role in stress adaptation, but also in the virulence of many prokaryotic and eukaryotic microorganisms. Although HKs are now well known in bacteria and plants, both structurally and functionally, knowledge about these proteins in other clades of the living tree remains more than fragmentary. Thus the first objective of this work was the in silico exploration of the structure and distribution of HKs in eukaryotic organisms through several bioinformatics studies : i) in the lower fungi, ii)in budding yeasts, and finally iii) across all eukaryotic supergroups. Since HKs are not found in mammals, they have been attracting attention in recent years from the scientific community as new targets for the development of antimicrobials. It is precisely in this context that the experimental part of this project was initiated in the GHEIHP. This team is focusing on the multi-resistant filamentous Scedosporiumapiospermum, which ranks second among the molds capable of chronycally conolizing the lungs of cysticfibrosis patients. Thus, in order to identify new therapeutic targets of the fungus, the second part of this project focused on the functional characterization of HKs in S. apiospermum. In parallel, this study also led us to develop new molecular tools adapted to S. apiospermum for future studies of fluorescence or bioluminescence imaging.
"
tel-02918057,"
Depuis deux décennies, la recherche militaire se focalise sur l'amélioration des critères de performances des explosifs, tout en prenant en compte leurs impacts environnementaux et toxicologiques. Ces enjeux sont encadrés par une réglementation stricte : REACh (Registration, Evaluation, Authorization and Restriction of Chemicals) permettant d'assurer un haut niveau de protection sanitaire et environnementale. De nos jours, développer des explosifs ou molécules hautement énergétiques (High Energy Materials (HEM)) ayant un effet réduit sur l'homme et l'environnement est un sujet de préoccupation majeur. Ainsi, en collaboration avec Airbus Safran Lauchers (ASL), un programme de recherche a été mis en place, afin d'obtenir des outils optimisés pour la prédiction de la toxicité des HEMs et concevoir de nouvelles molécules HEMS non toxiques et réglementaires.Différentes méthodes in silico ont été utilisées dont des Relations Structure Activité Quantitatives (ou Quantitative Structure-Activity Relationship (QSAR)) et le Machine Learning. La recherche de similarité structurale parmi les molécules est un outil novateur sur lequel nous avons basé nos prédictions in silico. Cette similarité est obtenue grâce à un algorithme intelligent développé au sein du Pôle Rhône Alpin de Bio-Informatique de Lyon et qui a donné lieu à un brevet. Cet algorithme nous permet d'obtenir des prédictions plus précises basées sur des données expérimentales issues de directives européennes
","
For the last two decades, the military research has focused on the improvement of explosive performances, while taking into account their environmental and toxicological impacts. These issues are governed by strict regulations: REACh (Registration, Evaluation, Authorization and Restriction of Chemicals) to ensure a high level of health and environmental protection.Today, it's a major consideration to develop High Energetic Materials (HEM) or molecules who's hazard on human health and environment are reduced. Thus, in collaboration with Airbus Safran Lauchers (ASL), a research program was set up to obtain optimized tools for predicting the potential toxicity of HEM and to design new non-toxic and regulatory molecules.Different in silico methods have been used, including Quantitative Structure Activity Activity Relationships (QSARs) and Machine Learning.The search for structural similarity among molecules is an innovative tool on which we based our predictions in silico. This similarity is obtained thanks to an intelligent algorithm developed within the Pole Rhone Alpin de Bio-Informatique of Lyon which gave rise to a patent. This algorithm allows us to obtain more accurate predictions based on experimental data from European directives
"
